id,created_at,text
1146245194515406849,2019-07-03 02:32:05,https://t.co/d1cUasrY3Z
1145858142493990914,2019-07-02 00:54:04,@reMovethechains Happy Birthday 🎂🎉🎂🌟❤️
1145839730220777477,2019-07-01 23:40:55,https://t.co/yl9XaJiFW4
1145672539487780866,2019-07-01 12:36:33,Congratulations Jake🌟💪🏻🏈❤️ https://t.co/DOwZTRtiSt
1145645928310824960,2019-07-01 10:50:49,@BentleyQbCamps Congratulations Jake!!!❤️
1145645833674809345,2019-07-01 10:50:26,@UrichJay Thanks Jay—it was a gorgeous night!!! We missed you💕💥🇺🇸
1145493064800198656,2019-07-01 00:43:23,@CoachWMuschamp @bobbybentley Lake Murray sunset!❤️ https://t.co/ZAGmRCfA4Y
1145193865726582784,2019-06-30 04:54:28,Beautiful night for Lake Murray’s —4th Of July Fireworks 💥 🇺🇸💥 https://t.co/k7tBzxBm6b
1144223310382817280,2019-06-27 12:37:50,😂💙 https://t.co/rQiMUc8pfc
1144049181352505345,2019-06-27 01:05:54,God’s beauty☀️ https://t.co/8VNoF8seev
1143867035325276160,2019-06-26 13:02:07,Beautiful Charleston prints! https://t.co/46SCTiaNl3
1143337651807895552,2019-06-25 01:58:33,@SCweather_wx Strong winds in Chapin!
1143111750566461442,2019-06-24 11:00:53,"10 things money can’t buy: 
Love, Truth, Time, Peace, Talent, Health, Manners\Class,True Friends, Knowledge, Accept… https://t.co/UcIrrYJa1i"
1142392012764831745,2019-06-22 11:20:55,@SCweather_wx It was a LOUD one in Chapin🌩⛈
1142009715557326850,2019-06-21 10:01:48,💕 https://t.co/cbBjri9FPM
1141731723782295553,2019-06-20 15:37:09,Ideas of things to do without screens! https://t.co/8rI2wP23tE
1141667590227537920,2019-06-20 11:22:19,https://t.co/zvbX1yNcsY
1141156768602628102,2019-06-19 01:32:29,@Lavonte_V You got this 💪🏻 God’s got you🙏🏻❤️
1140692590762889216,2019-06-17 18:48:01,One of the best Monday morning cup of inspirations By @DrKevinElko I have heard yet! He teaches you that events don… https://t.co/3iaLeasQbs
1140599644948500481,2019-06-17 12:38:41,One of the best Monday morning cup of inspirations By @DrKevinElko I have heard yet! He teaches you that events don… https://t.co/ohZf8XKxPV
1140221372238573568,2019-06-16 11:35:34,@natemarkway Precious photo🌟Happy Father’s Day Nathan!!💕
1140220283686662144,2019-06-16 11:31:14,@sregister172 !!⭐️💯❤️ https://t.co/AUScLBCi0n
1139145863601827840,2019-06-13 12:21:52,@CarlaySummie You got this💪🏻❤️🙏🏻
1139128419055263745,2019-06-13 11:12:33,"People come and go in your life—they are “messengers during a season”, some result in good memories and some in bad… https://t.co/p5UfvuiqX7"
1139121011134218242,2019-06-13 10:43:07,@CoachHutzler 😂precious family photo 💕
1138948387146014721,2019-06-12 23:17:10,@JustinKing @Mac_Smith52 LOVE THIS VIDEO🔥💪🏻🏈❤️
1138932361977126913,2019-06-12 22:13:30,🔥🔥🔥 https://t.co/HjPSjGGxpZ
1138928020721479681,2019-06-12 21:56:15,"“Love is patient and kind. It doesn’t envy, boast, or dishonor others. It’s not proud,self-seeking or easily angere… https://t.co/FvOVdb2zOC"
1138068069622976512,2019-06-10 12:59:06,@MarcusLattimore https://t.co/S2wjFmc4IT
1138066993192611840,2019-06-10 12:54:50,"“Life’s twists and turns/interruptions” happen FOR YOU...NOT TO YOU...use them to motivate you, make a positive cha… https://t.co/CK4VyeF9ev"
1137754940691165185,2019-06-09 16:14:50,Great story! Howie’s Golden buzzer—Joseph Allen—🌟❤️ https://t.co/8ney4MqLGX
